selection_rank	paper_id	doi	year	journal	title	species	tissue	figure_count	panel_count	tools_observed	skill_tags	digest_path
436	S0442	10.1145/3698587.3701381	2024	Proceedings of the 15th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics	Graph learning of disentangled representation for accurately aligning multiple spatial slices			0	0			paper_digests/papers/S0442.md
437	S0443	10.1186/s12859-024-06003-1	2024	BMC Bioinformatics	Spall: accurate and robust unveiling cellular landscapes from spatially resolved transcriptomics data using a decomposition network.			6	6	Seurat:1;RCTD/spacexr:1;SPOTlight:1;cell2location:1;Tangram:1	cell_type_mapping:4;spatial_domain:4;spatial_programs:3;publication_plotting:2;spatial_grn_regulon:1	paper_digests/papers/S0443.md
438	S0444	10.1186/s12864-024-10469-x	2024	BMC Genomics	HyperGCN: an effective deep representation learning framework for the integrative analysis of spatial transcriptomics data.			7	7	SpaGCN:4;Scanpy:1;GSEA:1;GraphST:1;BayesSpace:1	quality_control_preprocessing:5;spatial_domain:5;publication_plotting:4;spatial_programs:2;3d_reconstruction:1;spatial_cell_type_interpretation:1	paper_digests/papers/S0444.md
439	S0445	10.1186/s12864-024-11072-w	2024	BMC Genomics	Deciphering spatial domains from spatially resolved transcriptomics through spatially regularized deep graph networks.			7	7	Scanpy:4;GraphST:4;SpaGCN:1	spatial_domain:7;developmental_trajectory:4;publication_plotting:3;spatial_programs:1	paper_digests/papers/S0445.md
440	S0446	10.1186/s12915-025-02290-z	2025	BMC Biol	stGRL: spatial domain identification, denoising, and imputation algorithm for spatial transcriptome data based on multi-task graph contrastive representation learning.			6	6	Seurat:1;Scanpy:1;GraphST:1;SpaGCN:1;BayesSpace:1;Squidpy:1	spatial_domain:5;publication_plotting:4;spatial_programs:3;quality_control_preprocessing:1	paper_digests/papers/S0446.md
441	S0447	10.1186/s13059-023-03078-6	2023	Genome Biol	SPIRAL: integrating and aligning spatially resolved transcriptomics data across different experiments, conditions, and technologies.			6	6	Seurat:4;Scanpy:1;GraphST:1;SpaGCN:1;Harmony:1	spatial_domain:6;publication_plotting:3;3d_reconstruction:2;cell_type_mapping:2;quality_control_preprocessing:1;spatial_programs:1	paper_digests/papers/S0447.md
442	S0448	10.1186/s13059-023-03145-y	2024	Genome Biol	Evaluating spatially variable gene detection methods for spatial transcriptomics data.			7	7	SpaGCN:2;BayesSpace:2;Seurat:1;AnnData:1;Tangram:1;Giotto:1	publication_plotting:2;spatial_programs:1;spatial_domain:1	paper_digests/papers/S0448.md
443	S0449	10.1186/s13059-024-03361-0	2024	Genome Biol	Benchmarking clustering, alignment, and integration methods for spatial transcriptomics.			14	14	Scanpy:1;GraphST:1;SpaGCN:1;BayesSpace:1;Squidpy:1	spatial_domain:10;publication_plotting:9;3d_reconstruction:5;quality_control_preprocessing:1	paper_digests/papers/S0449.md
444	S0450	10.1186/s13059-024-03469-3	2025	Genome Biol	Marsilea: an intuitive generalized paradigm for composable visualizations.			2	2	CellPhoneDB:1	3d_reconstruction:1;cell_cell_interaction:1;publication_plotting:1;spatial_communication:1;spatial_programs:1	paper_digests/papers/S0450.md
445	S0451	10.1186/s13059-025-03588-5	2025	Genome Biol	ONTraC characterizes spatially continuous variations of tissue microenvironment through niche trajectory analysis.			2	6	Seurat:1;Monocle:1;Slingshot:1;pySCENIC:1;GSEA:1;SpaGCN:1;BayesSpace:1;Giotto:1;Harmony:1	cell_type_mapping:4;spatial_cell_type_interpretation:3;spatial_domain:2;developmental_trajectory:1;publication_plotting:1;quality_control_preprocessing:1;spatial_grn_regulon:1;cell_cell_interaction:1;spatial_communication:1	paper_digests/papers/S0451.md
446	S0452	10.1186/s13059-025-03630-6	2025	Genome Biol	Automated integration of multi-slice spatial transcriptomics data in 2D and 3D using VR-Omics.			5	5	Seurat:2;Squidpy:2;SPIDER:2;BayesSpace:2;Stereopy:1;Scanpy:1;AnnData:1;spateo:1	3d_reconstruction:4;spatial_domain:3;publication_plotting:2;quality_control_preprocessing:2;cell_cell_interaction:2;spatial_communication:2;spatial_programs:1;spatial_cell_type_interpretation:1	paper_digests/papers/S0452.md
447	S0453	10.1186/s13059-025-03631-5	2025	Genome Biol	DeepGFT: identifying spatial domains in spatial transcriptomics of complex and 3D tissue using deep learning and graph Fourier transform.			5	5	GraphST:5;Scanpy:4;SpaGCN:4;BayesSpace:4;cell2location:2;SPOTlight:1	spatial_domain:5;spatial_programs:4;3d_reconstruction:3;publication_plotting:3;quality_control_preprocessing:3;cell_type_mapping:1	paper_digests/papers/S0453.md
448	S0454	10.1186/s13059-025-03636-0	2025	Genome Biol	spCLUE: a contrastive learning approach to unified spatial transcriptomics analysis across single-slice and multi-slice data.			7	7	Seurat:1;Scanpy:1;GraphST:1;SpaGCN:1;BayesSpace:1;Giotto:1;Harmony:1	spatial_domain:6;spatial_programs:1	paper_digests/papers/S0454.md
449	S0455	10.1186/s13059-025-03637-z	2025	Genome Biol	spaMGCN: a graph convolutional network with autoencoder for spatial domain identification using multi-scale adaptation.			10	11	Seurat:1;Scanpy:1;GraphST:1;SpaGCN:1;BayesSpace:1	spatial_domain:8;spatial_programs:2;3d_reconstruction:1	paper_digests/papers/S0455.md
450	S0456	10.1186/s13059-025-03697-1	2025	Genome Biol	SpaSEG: unsupervised deep learning for multi-task analysis of spatially resolved transcriptomics.			6	8	BayesSpace:4;SpaGCN:3;Harmony:3;cell2location:2;COMMOT:2;GSVA:2;Scanpy:1;CellPhoneDB:1;GSEA:1;Squidpy:1;Giotto:1;OpenCV:1	spatial_domain:8;publication_plotting:5;quality_control_preprocessing:4;cell_cell_interaction:3;spatial_communication:3;spatial_programs:3;3d_reconstruction:2;cell_type_mapping:2	paper_digests/papers/S0456.md
451	S0457	10.1186/s13073-025-01441-9	2025	Genome Med	STModule: identifying tissue modules to uncover spatial components and characteristics of transcriptomic landscapes.			6	6	GSEA:6;Seurat:1;SpaGCN:1;BayesSpace:1	spatial_domain:6;spatial_programs:6;publication_plotting:5;spatial_cell_type_interpretation:2;cell_type_mapping:1;3d_reconstruction:1	paper_digests/papers/S0457.md
452	S0458	10.1371/journal.pcbi.1011935	2024	PLoS Comput Biol	STGIC: A graph and image convolution-based method for spatial transcriptomic clustering.			10	24	Scanpy:1;AnnData:1;SpaGCN:1;BayesSpace:1;Squidpy:1	spatial_domain:16;publication_plotting:4;spatial_programs:1	paper_digests/papers/S0458.md
453	S0459	10.1371/journal.pcbi.1012881	2025	PLoS Comput Biol	SpaMask: Dual masking graph autoencoder with contrastive learning for spatial transcriptomics.			7	35	GraphST:4;SpaGCN:1;BayesSpace:1	spatial_domain:20;spatial_programs:4;publication_plotting:4;3d_reconstruction:2;developmental_trajectory:1	paper_digests/papers/S0459.md
454	S0460	10.1371/journal.pcbi.1012948	2025	PLoS Comput Biol	Integrating multiple spatial transcriptomics data using community-enhanced graph contrastive learning.			6	20	Scanpy:5;Harmony:5;Seurat:1;GraphST:1;SpaGCN:1	spatial_domain:11;publication_plotting:8;quality_control_preprocessing:1	paper_digests/papers/S0460.md
455	S0461	10.1371/journal.pcbi.1013354	2025	PLoS Comput Biol	Improving cell-type composition inference in spatial transcriptomics with SpaDAMA.			8	8	RCTD/spacexr:2;Seurat:1;Scanpy:1;SPOTlight:1;cell2location:1;Tangram:1	cell_type_mapping:6;spatial_domain:3;publication_plotting:2;quality_control_preprocessing:1;developmental_trajectory:1	paper_digests/papers/S0461.md
456	S0462	10.1371/journal.pcbi.1013369	2025	PLoS Comput Biol	Spatial domain identification method based on multi-view graph convolutional network and contrastive learning.			7	19	Scanpy:2;GraphST:1;SpaGCN:1	spatial_domain:11;quality_control_preprocessing:1;publication_plotting:1	paper_digests/papers/S0462.md
457	S0463	10.3390/biom14060674	2024	Biomolecules	Accurate Identification of Spatial Domain by Incorporating Global Spatial Proximity and Local Expression Proximity.			0	0			paper_digests/papers/S0463.md
458	S0464	10.3390/cells12040604	2023	Cells	SINFONIA: Scalable Identification of Spatially Variable Genes for Deciphering Spatial Domains.			7	7	Seurat:1;Scanpy:1;AnnData:1;SpaGCN:1;Squidpy:1;Harmony:1	spatial_domain:4	paper_digests/papers/S0464.md
459	S0465	10.34133/research.0390	2024	Research (Wash D C)	Dissecting Spatiotemporal Structures in Spatial Transcriptomics via Diffusion-Based Adversarial Learning.			6	31	Scanpy:4;SpaGCN:3;BayesSpace:2;Seurat:2;SPOTlight:1;CellChat:1;stMLnet:1;GraphST:1;Squidpy:1	spatial_domain:25;developmental_trajectory:4;quality_control_preprocessing:4;cell_cell_interaction:4;spatial_communication:4;spatial_cell_type_interpretation:2;publication_plotting:1;cell_type_mapping:1	paper_digests/papers/S0465.md
460	S0466	10.46471/gigabyte.108	2024	GigaByte	BatchEval Pipeline: batch effect evaluation workflow for multiple datasets joint analysis.			5	5	Harmony:2	publication_plotting:1	paper_digests/papers/S0466.md
461	S0467	10.46471/gigabyte.109	2024	GigaByte	A novel variable neighborhood search approach for cell clustering for spatial transcriptomics.			5	7	GraphST:5	spatial_domain:5;publication_plotting:2;3d_reconstruction:2	paper_digests/papers/S0467.md
462	S0468	10.7150/ijbs.100941	2025	Int J Biol Sci	Cardiovascular Mettl3 Deficiency Causes Congenital Cardiac Defects and Postnatal Lethality in Mice.	mouse		7	14		developmental_trajectory:1;spatial_domain:1;spatial_programs:1	paper_digests/papers/S0468.md
